model,n_stations,solution_method,spatial_simplification,ode_method,stations_per_cell,delta_t_ratio_or_epsilon,delta_t_or_n_iterations,time,std_time,error_sum_metric,error_max_metric
11,94,traj_iteration,parallel,RK45,15,0.25,4,26.620714742690325,20.304001178592443,0.0005889555968216964,3.53470800345047e-05
11,94,traj_iteration,parallel_limit,RK45,15,0.25,5,29.628937359899282,20.304001178592443,0.002616326555618842,0.00040797429518273754
11,94,traj_iteration,parallel,BDF,5,2,3,27.46740222722292,419.08733129128814,0.003014204882009773,0.00033538178265842987
11,94,traj_iteration,parallel_limit,BDF,5,2,4,29.271749667823315,419.08733129128814,0.006556729405747684,0.0008803205812553239
11,94,traj_iteration,parallel,BDF,5,1,4,32.81093421205878,419.08733129128814,0.0007677989000022895,4.682972648439065e-05
11,94,traj_iteration,parallel_limit,BDF,5,1,5,35.89917002990842,419.08733129128814,0.006105800567744961,0.0007674304429439455
11,94,traj_iteration,parallel,BDF,5,0.5,4,33.02495217323303,419.08733129128814,0.0007677989000022895,4.682972648439065e-05
11,94,traj_iteration,parallel_limit,BDF,5,0.5,5,35.46079817414284,419.08733129128814,0.00586337618705836,0.0007452269755708469
11,94,traj_iteration,parallel,BDF,5,0.25,4,33.37005299329758,419.08733129128814,0.0007677989000022895,4.682972648439065e-05
11,94,traj_iteration,parallel_limit,BDF,5,0.25,5,34.51133793964982,419.08733129128814,0.005857609504524216,0.0007439223624539346
11,94,traj_iteration,parallel,BDF,10,2,3,68.57844656705856,419.08733129128814,0.0024040435360877565,0.0002646697081098297
11,94,traj_iteration,parallel_limit,BDF,10,2,4,79.71048008650541,419.08733129128814,0.008382940680273093,0.0010395816680651608
11,94,traj_iteration,parallel,BDF,10,1,4,80.6238191537559,419.08733129128814,0.0006817295693437433,4.041263934796021e-05
11,94,traj_iteration,parallel_limit,BDF,10,1,4,80.32572248578072,419.08733129128814,0.008382940680273093,0.0010395816680651608
11,94,traj_iteration,parallel,BDF,10,0.5,4,82.74215160682797,419.08733129128814,0.0006817295693437433,4.041263934796021e-05
11,94,traj_iteration,parallel_limit,BDF,10,0.5,5,100.03829491138458,419.08733129128814,0.007979136911480337,0.0009700289604050469
11,94,traj_iteration,parallel,BDF,10,0.25,4,80.3156582377851,419.08733129128814,0.0006817295693437433,4.041263934796021e-05
11,94,traj_iteration,parallel_limit,BDF,10,0.25,5,99.7704509422183,419.08733129128814,0.007979136911480337,0.0009700289604050469
11,94,traj_iteration,parallel,BDF,15,2,3,93.8991423919797,419.08733129128814,0.0019063114096308112,0.0002228711783792621
11,94,traj_iteration,parallel_limit,BDF,15,2,4,112.61047257110476,419.08733129128814,0.003314038963643059,0.0004998374851062579
11,94,traj_iteration,parallel,BDF,15,1,4,111.6391765549779,419.08733129128814,0.0005743156327746608,3.3802194697086225e-05
11,94,traj_iteration,parallel_limit,BDF,15,1,5,130.76093906536698,419.08733129128814,0.002589255180325687,0.0004047434139379668
11,94,traj_iteration,parallel,BDF,15,0.5,4,113.48041659221053,419.08733129128814,0.0005743156327746608,3.3802194697086225e-05
11,94,traj_iteration,parallel_limit,BDF,15,0.5,5,132.42819732800126,419.08733129128814,0.002589255180325687,0.0004047434139379668
11,94,traj_iteration,parallel,BDF,15,0.25,4,112.82141619548202,419.08733129128814,0.0005743156327746608,3.3802194697086225e-05
11,94,traj_iteration,parallel_limit,BDF,15,0.25,5,130.14268627390265,419.08733129128814,0.002589255180325687,0.0004047434139379668
12,85,traj_iteration,parallel,RK45,5,2,3,9.36675788462162,16.536392219364643,0.002929503135644086,0.0003836709252567865
12,85,traj_iteration,parallel_limit,RK45,5,2,4,11.08636562898755,16.536392219364643,0.015866677068552396,0.0018269874683285474
12,85,traj_iteration,parallel,RK45,5,1,4,13.360042374581099,16.536392219364643,0.0006843306001870497,4.6377343319692343e-05
12,85,traj_iteration,parallel_limit,RK45,5,1,4,11.370651792734861,16.536392219364643,0.015866677068552396,0.0018269874683285474
12,85,traj_iteration,parallel,RK45,5,0.5,4,13.900390099734068,16.536392219364643,0.0006843306001870497,4.6377343319692343e-05
12,85,traj_iteration,parallel_limit,RK45,5,0.5,5,14.493415787816048,16.536392219364643,0.01585868090120567,0.0018268535630917696
12,85,traj_iteration,parallel,RK45,5,0.25,4,13.351878102868795,16.536392219364643,0.0006843306001870497,4.6377343319692343e-05
12,85,traj_iteration,parallel_limit,RK45,5,0.25,5,14.755692776292562,16.536392219364643,0.01585868090120567,0.0018268535630917696
12,85,traj_iteration,parallel,RK45,10,2,3,13.239624481648207,16.536392219364643,0.0022829840130344768,0.0002963912025648396
12,85,traj_iteration,parallel_limit,RK45,10,2,4,16.186944644898176,16.536392219364643,0.01390358062668702,0.0017061322778970504
12,85,traj_iteration,parallel,RK45,10,1,4,17.46416425704956,16.536392219364643,0.0005971819351113649,3.592856791926705e-05
12,85,traj_iteration,parallel_limit,RK45,10,1,4,15.915686398744583,16.536392219364643,0.01390358062668702,0.0017061322778970504
12,85,traj_iteration,parallel,RK45,10,0.5,4,16.237337429076433,16.536392219364643,0.0005971819351113649,3.592856791926705e-05
12,85,traj_iteration,parallel_limit,RK45,10,0.5,5,18.254538279026747,16.536392219364643,0.01390358062668702,0.0017061322778970504
12,85,traj_iteration,parallel,RK45,10,0.25,4,15.951816126704216,16.536392219364643,0.0005971819351113649,3.592856791926705e-05
12,85,traj_iteration,parallel_limit,RK45,10,0.25,5,18.448611490428448,16.536392219364643,0.01390358062668702,0.0017061322778970504
12,85,traj_iteration,parallel,RK45,15,2,3,15.60751811787486,16.536392219364643,0.001874537149437932,0.00024845575199940645
12,85,traj_iteration,parallel_limit,RK45,15,2,4,19.172297779470682,16.536392219364643,0.011994683795306606,0.0015915822120835135
12,85,traj_iteration,parallel,RK45,15,1,4,20.36866096034646,16.536392219364643,0.0005625984102508837,3.203906790633886e-05
12,85,traj_iteration,parallel_limit,RK45,15,1,4,19.20072542503476,16.536392219364643,0.011994683795306606,0.0015915822120835135
12,85,traj_iteration,parallel,RK45,15,0.5,4,20.680100932717323,16.536392219364643,0.0005625984102508837,3.203906790633886e-05
12,85,traj_iteration,parallel_limit,RK45,15,0.5,5,23.323212254792452,16.536392219364643,0.011994683795306606,0.0015915822120835135
12,85,traj_iteration,parallel,RK45,15,0.25,4,21.074741780757904,16.536392219364643,0.0005625984102508837,3.203906790633886e-05
12,85,traj_iteration,parallel_limit,RK45,15,0.25,5,23.442483983933926,16.536392219364643,0.011994683795306606,0.0015915822120835135
12,85,traj_iteration,parallel,BDF,5,2,3,18.18986440822482,417.9537828154862,0.0029030445075169152,0.0003783834372988406
12,85,traj_iteration,parallel_limit,BDF,5,2,4,21.303390074521303,417.9537828154862,0.015833833189460425,0.0018280912776610409
12,85,traj_iteration,parallel,BDF,5,1,4,21.734451413154602,417.9537828154862,0.0006608623332574899,4.3433414787728106e-05
12,85,traj_iteration,parallel_limit,BDF,5,1,4,21.009316992014647,417.9537828154862,0.015833833189460425,0.0018280912776610409
12,85,traj_iteration,parallel,BDF,5,0.5,4,21.304082922637463,417.9537828154862,0.0006608623332574899,4.3433414787728106e-05
12,85,traj_iteration,parallel_limit,BDF,5,0.5,5,24.311195209622383,417.9537828154862,0.015825801324638088,0.0018279576305533275
12,85,traj_iteration,parallel,BDF,5,0.25,4,21.253663070499897,417.9537828154862,0.0006608623332574899,4.3433414787728106e-05
12,85,traj_iteration,parallel_limit,BDF,5,0.25,5,24.05228516459465,417.9537828154862,0.015825801324638088,0.0018279576305533275
12,85,traj_iteration,parallel,BDF,10,2,3,36.07432011142373,417.9537828154862,0.0022633715651363857,0.00029383094449485025
12,85,traj_iteration,parallel_limit,BDF,10,2,4,44.38560017570853,417.9537828154862,0.013859247290803125,0.0017041323192062325
12,85,traj_iteration,parallel,BDF,10,1,4,46.37285443767905,417.9537828154862,0.0005843817708539899,3.6826356085365285e-05
12,85,traj_iteration,parallel_limit,BDF,10,1,4,45.89239653199911,417.9537828154862,0.013859247290803125,0.0017041323192062325
12,85,traj_iteration,parallel,BDF,10,0.5,4,47.86860093846917,417.9537828154862,0.0005843817708539899,3.6826356085365285e-05
12,85,traj_iteration,parallel_limit,BDF,10,0.5,5,55.29877709597349,417.9537828154862,0.013859247290803125,0.0017041323192062325
12,85,traj_iteration,parallel,BDF,10,0.25,4,45.415924813598394,417.9537828154862,0.0005843817708539899,3.6826356085365285e-05
12,85,traj_iteration,parallel_limit,BDF,10,0.25,5,54.30863656848669,417.9537828154862,0.013859247290803125,0.0017041323192062325
12,85,traj_iteration,parallel,BDF,15,2,3,59.940772987902164,417.9537828154862,0.0018580638624023115,0.0002461143285989638
12,85,traj_iteration,parallel_limit,BDF,15,2,4,81.03816748782992,417.9537828154862,0.011978990554546388,0.0015903690684150424
12,85,traj_iteration,parallel,BDF,15,1,4,79.53654608502984,417.9537828154862,0.0005509899980012396,3.063287962048097e-05
12,85,traj_iteration,parallel_limit,BDF,15,1,4,81.50373335927725,417.9537828154862,0.011978990554546388,0.0015903690684150424
12,85,traj_iteration,parallel,BDF,15,0.5,4,77.81193655356765,417.9537828154862,0.0005509899980012396,3.063287962048097e-05
12,85,traj_iteration,parallel_limit,BDF,15,0.5,5,95.81458785384893,417.9537828154862,0.011978990554546388,0.0015903690684150424
12,85,traj_iteration,parallel,BDF,15,0.25,4,78.3012116625905,417.9537828154862,0.0005509899980012396,3.063287962048097e-05
12,85,traj_iteration,parallel_limit,BDF,15,0.25,5,94.86083402857184,417.9537828154862,0.011978990554546388,0.0015903690684150424
13,90,traj_iteration,parallel,RK45,5,2,3,10.258181367069483,18.1357114687562,0.002460158011084515,0.00034648051607262477
13,90,traj_iteration,parallel_limit,RK45,5,2,4,10.196713626384735,18.1357114687562,0.015371202364566525,0.0018385672426049682
13,90,traj_iteration,parallel,RK45,5,1,4,12.870204832404852,18.1357114687562,0.0006865919313442095,3.891454853822376e-05
13,90,traj_iteration,parallel_limit,RK45,5,1,4,10.59449103102088,18.1357114687562,0.015371202364566525,0.0018385672426049682
13,90,traj_iteration,parallel,RK45,5,0.5,4,13.132406327873468,18.1357114687562,0.0006865919313442095,3.891454853822376e-05
13,90,traj_iteration,parallel_limit,RK45,5,0.5,5,11.446934565901756,18.1357114687562,0.015366838834377677,0.0018385672426049682
13,90,traj_iteration,parallel,RK45,5,0.25,4,12.502864170819521,18.1357114687562,0.0006865919313442095,3.891454853822376e-05
13,90,traj_iteration,parallel_limit,RK45,5,0.25,5,10.945227909833193,18.1357114687562,0.015366838834377677,0.0018385672426049682
13,90,traj_iteration,parallel,RK45,10,2,3,12.586746100336313,18.1357114687562,0.0018924145956562563,0.00025881568771353886
13,90,traj_iteration,parallel_limit,RK45,10,2,4,15.003550849854946,18.1357114687562,0.010451437732562158,0.0013318846658869007
13,90,traj_iteration,parallel,RK45,10,1,4,16.611702781170607,18.1357114687562,0.000610007166836337,3.303572069412744e-05
13,90,traj_iteration,parallel_limit,RK45,10,1,4,15.15888636186719,18.1357114687562,0.010451437732562158,0.0013318846658869007
13,90,traj_iteration,parallel,RK45,10,0.5,4,16.42493277043104,18.1357114687562,0.000610007166836337,3.303572069412744e-05
13,90,traj_iteration,parallel_limit,RK45,10,0.5,5,15.61094606295228,18.1357114687562,0.010451437732562158,0.0013318846658869007
13,90,traj_iteration,parallel,RK45,10,0.25,4,16.48396558687091,18.1357114687562,0.000610007166836337,3.303572069412744e-05
13,90,traj_iteration,parallel_limit,RK45,10,0.25,5,15.659715212881565,18.1357114687562,0.010451437732562158,0.0013318846658869007
13,90,traj_iteration,parallel,RK45,15,2,3,19.2180814743042,18.1357114687562,0.001558556451611977,0.00021385426295237169
13,90,traj_iteration,parallel_limit,RK45,15,2,4,17.055001966655254,18.1357114687562,0.006887114291624551,0.0009660344077096844
13,90,traj_iteration,parallel,RK45,15,1,4,23.04305351898074,18.1357114687562,0.0005409582330693088,2.7007573106762765e-05
13,90,traj_iteration,parallel_limit,RK45,15,1,4,17.284513849765062,18.1357114687562,0.006887114291624551,0.0009660344077096844
13,90,traj_iteration,parallel,RK45,15,0.5,4,21.6136006526649,18.1357114687562,0.0005409582330693088,2.7007573106762765e-05
13,90,traj_iteration,parallel_limit,RK45,15,0.5,4,16.977938562631607,18.1357114687562,0.006887114291624551,0.0009660344077096844
13,90,traj_iteration,parallel,RK45,15,0.25,4,23.138061221688986,18.1357114687562,0.0005409582330693088,2.7007573106762765e-05
13,90,traj_iteration,parallel_limit,RK45,15,0.25,4,17.26297076418996,18.1357114687562,0.006887114291624551,0.0009660344077096844
13,90,traj_iteration,parallel,BDF,5,2,4,21.815078292042017,341.25595570355654,0.0006777336046703687,3.95036360292908e-05
13,90,traj_iteration,parallel_limit,BDF,5,2,4,18.78894253820181,341.25595570355654,0.015356814966315,0.0018380195385586026
13,90,traj_iteration,parallel,BDF,5,1,4,21.658748779445887,341.25595570355654,0.0006777336046703687,3.95036360292908e-05
13,90,traj_iteration,parallel_limit,BDF,5,1,4,19.11341705918312,341.25595570355654,0.015356814966315,0.0018380195385586026
13,90,traj_iteration,parallel,BDF,5,0.5,4,21.79906039685011,341.25595570355654,0.0006777336046703687,3.95036360292908e-05
13,90,traj_iteration,parallel_limit,BDF,5,0.5,5,20.142590150237083,341.25595570355654,0.015352405408863087,0.0018380195385586026
13,90,traj_iteration,parallel,BDF,5,0.25,4,21.670450273901224,341.25595570355654,0.0006777336046703687,3.95036360292908e-05
13,90,traj_iteration,parallel_limit,BDF,5,0.25,5,20.303498953580856,341.25595570355654,0.015352405408863087,0.0018380195385586026
13,90,traj_iteration,parallel,BDF,10,2,3,44.04439344257116,341.25595570355654,0.0019113818653914427,0.00025749436110511834
13,90,traj_iteration,parallel_limit,BDF,10,2,4,47.17012609913945,341.25595570355654,0.010455254832783865,0.0013309343474808611
13,90,traj_iteration,parallel,BDF,10,1,4,49.67426028102636,341.25595570355654,0.0006278192861124969,3.197009052140065e-05
13,90,traj_iteration,parallel_limit,BDF,10,1,4,47.911675840616226,341.25595570355654,0.010455254832783865,0.0013309343474808611
13,90,traj_iteration,parallel,BDF,10,0.5,4,53.343013759702444,341.25595570355654,0.0006278192861124969,3.197009052140065e-05
13,90,traj_iteration,parallel_limit,BDF,10,0.5,5,47.53239323198795,341.25595570355654,0.010455254832783865,0.0013309343474808611
13,90,traj_iteration,parallel,BDF,10,0.25,4,50.06401788443327,341.25595570355654,0.0006278192861124969,3.197009052140065e-05
13,90,traj_iteration,parallel_limit,BDF,10,0.25,5,48.12823022902012,341.25595570355654,0.010455254832783865,0.0013309343474808611
13,90,traj_iteration,parallel,BDF,15,2,3,75.76153371483088,341.25595570355654,0.0015739268205423465,0.00021321352452307327
13,90,traj_iteration,parallel_limit,BDF,15,2,4,86.04464590921998,341.25595570355654,0.0068823080454718825,0.0009671528364846743
13,90,traj_iteration,parallel,BDF,15,1,4,89.78630137816072,341.25595570355654,0.000557388233449325,2.641957062007221e-05
13,90,traj_iteration,parallel_limit,BDF,15,1,4,85.47183661907911,341.25595570355654,0.0068823080454718825,0.0009671528364846743
13,90,traj_iteration,parallel,BDF,15,0.5,4,89.75509257987142,341.25595570355654,0.000557388233449325,2.641957062007221e-05
13,90,traj_iteration,parallel_limit,BDF,15,0.5,4,85.96789760515094,341.25595570355654,0.0068823080454718825,0.0009671528364846743
13,90,traj_iteration,parallel,BDF,15,0.25,4,88.91986590996385,341.25595570355654,0.000557388233449325,2.641957062007221e-05
13,90,traj_iteration,parallel_limit,BDF,15,0.25,4,86.35768888145685,341.25595570355654,0.0068823080454718825,0.0009671528364846743
14,88,traj_iteration,parallel,RK45,5,2,3,10.244926448911428,18.937407862395048,0.003536452443607184,0.0004575401041257415
14,88,traj_iteration,parallel_limit,RK45,5,2,4,11.897977996617556,18.937407862395048,0.010511192188398808,0.0013257465754063433
14,88,traj_iteration,parallel,RK45,5,1,4,13.418839197605848,18.937407862395048,0.0007719541575961263,5.416117747526291e-05
14,88,traj_iteration,parallel_limit,RK45,5,1,5,13.597701780498028,18.937407862395048,0.010380319480383019,0.001282927164658497
14,88,traj_iteration,parallel,RK45,5,0.5,4,13.341196589171886,18.937407862395048,0.0007719541575961263,5.416117747526291e-05
14,88,traj_iteration,parallel_limit,RK45,5,0.5,5,14.050995323807001,18.937407862395048,0.010129536305409026,0.0012685756677439822
14,88,traj_iteration,parallel,RK45,5,0.25,5,17.72068814188242,18.937407862395048,0.0006020624759045778,2.5703721136769722e-05
14,88,traj_iteration,parallel_limit,RK45,5,0.25,5,14.336934745311737,18.937407862395048,0.010123815518428976,0.0012685756677439822
14,88,traj_iteration,parallel,RK45,10,2,3,11.576424583792686,18.937407862395048,0.0028660654993592958,0.0003892291218249208
14,88,traj_iteration,parallel_limit,RK45,10,2,4,13.58607017993927,18.937407862395048,0.01392139957936973,0.0018739798196044204
14,88,traj_iteration,parallel,RK45,10,1,4,15.417679220438004,18.937407862395048,0.0006725166796304752,4.618781056959499e-05
14,88,traj_iteration,parallel_limit,RK45,10,1,4,13.644742742180824,18.937407862395048,0.01392139957936973,0.0018739798196044204
14,88,traj_iteration,parallel,RK45,10,0.5,4,15.501010790467262,18.937407862395048,0.0006725166796304752,4.618781056959499e-05
14,88,traj_iteration,parallel_limit,RK45,10,0.5,4,13.881090097129345,18.937407862395048,0.01392139957936973,0.0018739798196044204
14,88,traj_iteration,parallel,RK45,10,0.25,4,15.367712665349245,18.937407862395048,0.0006725166796304752,4.618781056959499e-05
14,88,traj_iteration,parallel_limit,RK45,10,0.25,5,16.061678256839514,18.937407862395048,0.01392139957936973,0.0018739798196044204
14,88,traj_iteration,parallel,RK45,15,2,3,17.938130032271147,18.937407862395048,0.0023726893206235007,0.00029771317421756845
14,88,traj_iteration,parallel_limit,RK45,15,2,4,18.289659708738327,18.937407862395048,0.0185099676061285,0.0022087157438065975
14,88,traj_iteration,parallel,RK45,15,1,4,23.0503701120615,18.937407862395048,0.0005944457647531213,3.811538163190543e-05
14,88,traj_iteration,parallel_limit,RK45,15,1,4,18.052918389439583,18.937407862395048,0.0185099676061285,0.0022087157438065975
14,88,traj_iteration,parallel,RK45,15,0.5,4,22.39434726908803,18.937407862395048,0.0005944457647531213,3.811538163190543e-05
14,88,traj_iteration,parallel_limit,RK45,15,0.5,4,18.13932379335165,18.937407862395048,0.0185099676061285,0.0022087157438065975
14,88,traj_iteration,parallel,RK45,15,0.25,4,22.0037837959826,18.937407862395048,0.0005944457647531213,3.811538163190543e-05
14,88,traj_iteration,parallel_limit,RK45,15,0.25,4,17.865755017846823,18.937407862395048,0.0185099676061285,0.0022087157438065975
14,88,traj_iteration,parallel,BDF,5,2,3,25.823077622801065,673.4898520596325,0.003534950785384207,0.0004580035229724856
14,88,traj_iteration,parallel_limit,BDF,5,2,4,29.63232696056366,673.4898520596325,0.010505858358467695,0.0013223095110185118
14,88,traj_iteration,parallel,BDF,5,1,4,35.07554269209504,673.4898520596325,0.0007695626077012886,5.502993423866735e-05
14,88,traj_iteration,parallel_limit,BDF,5,1,5,31.505000606179237,673.4898520596325,0.01037593465432675,0.0012830132125273032
14,88,traj_iteration,parallel,BDF,5,0.5,4,35.32119990512729,673.4898520596325,0.0007695626077012886,5.502993423866735e-05
14,88,traj_iteration,parallel_limit,BDF,5,0.5,5,31.06858816742897,673.4898520596325,0.010122878904800561,0.0012690830335836299
14,88,traj_iteration,parallel,BDF,5,0.25,5,43.27021135017276,673.4898520596325,0.0005994817288334877,2.5377873318802723e-05
14,88,traj_iteration,parallel_limit,BDF,5,0.25,5,30.943517807871103,673.4898520596325,0.010117077283726652,0.0012690830335836299
14,88,traj_iteration,parallel,BDF,10,2,3,37.023525446653366,673.4898520596325,0.0028966750993414375,0.0003894757006748458
14,88,traj_iteration,parallel_limit,BDF,10,2,4,40.2040516063571,673.4898520596325,0.013930835574391363,0.0018702325599480297
14,88,traj_iteration,parallel,BDF,10,1,4,45.51944103464484,673.4898520596325,0.0007106799476712216,4.7158515830821374e-05
14,88,traj_iteration,parallel_limit,BDF,10,1,4,41.40755723416805,673.4898520596325,0.013930835574391363,0.0018702325599480297
14,88,traj_iteration,parallel,BDF,10,0.5,4,46.45723228529096,673.4898520596325,0.0007106799476712216,4.7158515830821374e-05
14,88,traj_iteration,parallel_limit,BDF,10,0.5,4,39.54581684619188,673.4898520596325,0.013930835574391363,0.0018702325599480297
14,88,traj_iteration,parallel,BDF,10,0.25,4,44.52279448881745,673.4898520596325,0.0007106799476712216,4.7158515830821374e-05
14,88,traj_iteration,parallel_limit,BDF,10,0.25,5,46.86617265641689,673.4898520596325,0.013930835574391363,0.0018702325599480297
14,88,traj_iteration,parallel,BDF,15,2,3,76.50329068303108,673.4898520596325,0.0024024238780888337,0.0002962871977485103
14,88,traj_iteration,parallel_limit,BDF,15,2,4,88.63884917646646,673.4898520596325,0.01853110703987166,0.002210255556977698
14,88,traj_iteration,parallel,BDF,15,1,4,90.80431716144085,673.4898520596325,0.000621998543080887,3.911025264356219e-05
14,88,traj_iteration,parallel_limit,BDF,15,1,4,89.95486101135612,673.4898520596325,0.01853110703987166,0.002210255556977698
14,88,traj_iteration,parallel,BDF,15,0.5,4,92.69863130152225,673.4898520596325,0.000621998543080887,3.911025264356219e-05
14,88,traj_iteration,parallel_limit,BDF,15,0.5,4,91.26689745858312,673.4898520596325,0.01853110703987166,0.002210255556977698
14,88,traj_iteration,parallel,BDF,15,0.25,4,91.12041519209743,673.4898520596325,0.000621998543080887,3.911025264356219e-05
14,88,traj_iteration,parallel_limit,BDF,15,0.25,4,89.22131748870015,673.4898520596325,0.01853110703987166,0.002210255556977698
15,86,traj_iteration,parallel,RK45,5,2,4,14.664883006364107,16.853561721742153,0.0010861965822479174,0.00010335292147035539
15,86,traj_iteration,parallel_limit,RK45,5,2,4,11.752293936908245,16.853561721742153,0.01362905264954356,0.0018681628333377179
15,86,traj_iteration,parallel,RK45,5,1,4,14.289492078125477,16.853561721742153,0.0010861965822479174,0.00010335292147035539
15,86,traj_iteration,parallel_limit,RK45,5,1,5,14.16877632215619,16.853561721742153,0.012697324667244178,0.0016139552568514759
15,86,traj_iteration,parallel,RK45,5,0.5,4,13.924139823764563,16.853561721742153,0.0010861965822479174,0.00010335292147035539
15,86,traj_iteration,parallel_limit,RK45,5,0.5,5,13.940090902149677,16.853561721742153,0.012697324667244178,0.0016139552568514759
15,86,traj_iteration,parallel,RK45,5,0.25,5,17.560960441827774,16.853561721742153,0.0006832033749415374,3.546995838826754e-05
15,86,traj_iteration,parallel_limit,RK45,5,0.25,5,13.667998507618904,16.853561721742153,0.012697324667244178,0.0016139552568514759
15,86,traj_iteration,parallel,RK45,10,2,3,12.178891576826572,16.853561721742153,0.004617286824259593,0.0006286653684201166
15,86,traj_iteration,parallel_limit,RK45,10,2,4,13.843243312090635,16.853561721742153,0.01787062085452176,0.002346410485016203
15,86,traj_iteration,parallel,RK45,10,1,4,15.486840888857841,16.853561721742153,0.0009311571754461017,8.31367474777384e-05
15,86,traj_iteration,parallel_limit,RK45,10,1,4,14.05217145383358,16.853561721742153,0.01787062085452176,0.002346410485016203
15,86,traj_iteration,parallel,RK45,10,0.5,4,15.965650264173746,16.853561721742153,0.0009311571754461017,8.31367474777384e-05
15,86,traj_iteration,parallel_limit,RK45,10,0.5,5,16.562987882643938,16.853561721742153,0.017656276838812192,0.0022591860642169974
15,86,traj_iteration,parallel,RK45,10,0.25,5,19.336872465908527,16.853561721742153,0.0006448974689520816,3.344851291710608e-05
15,86,traj_iteration,parallel_limit,RK45,10,0.25,5,16.68074795976281,16.853561721742153,0.017656276838812192,0.0022591860642169974
15,86,traj_iteration,parallel,RK45,15,2,3,15.188144393265247,16.853561721742153,0.003669733969001436,0.0004861563466214836
15,86,traj_iteration,parallel_limit,RK45,15,2,4,18.204577181488276,16.853561721742153,0.016911597312728364,0.002176497262755969
15,86,traj_iteration,parallel,RK45,15,1,4,19.03963854536414,16.853561721742153,0.0007880445733429798,6.510813218131138e-05
15,86,traj_iteration,parallel_limit,RK45,15,1,4,17.963508363813162,16.853561721742153,0.016911597312728364,0.002176497262755969
15,86,traj_iteration,parallel,RK45,15,0.5,4,18.889505814760923,16.853561721742153,0.0007880445733429798,6.510813218131138e-05
15,86,traj_iteration,parallel_limit,RK45,15,0.5,5,22.41375308483839,16.853561721742153,0.016858360718113974,0.00213494786129952
15,86,traj_iteration,parallel,RK45,15,0.25,4,19.55274222418666,16.853561721742153,0.0007880445733429798,6.510813218131138e-05
15,86,traj_iteration,parallel_limit,RK45,15,0.25,5,22.72555349394679,16.853561721742153,0.016858360718113974,0.00213494786129952
15,86,traj_iteration,parallel,BDF,5,2,4,24.611344382166862,610.8872490748763,0.0010648536177953584,0.00010055589611830811
15,86,traj_iteration,parallel_limit,BDF,5,2,4,22.526614774018526,610.8872490748763,0.013621154999361878,0.0018660753121322665
15,86,traj_iteration,parallel,BDF,5,1,4,24.518618375062943,610.8872490748763,0.0010648536177953584,0.00010055589611830811
15,86,traj_iteration,parallel_limit,BDF,5,1,5,25.777238838374615,610.8872490748763,0.012689197629133427,0.0016117283004004372
15,86,traj_iteration,parallel,BDF,5,0.5,4,24.62543683499098,610.8872490748763,0.0010648536177953584,0.00010055589611830811
15,86,traj_iteration,parallel_limit,BDF,5,0.5,5,25.819217797368765,610.8872490748763,0.012689197629133427,0.0016117283004004372
15,86,traj_iteration,parallel,BDF,5,0.25,5,29.85888320580125,610.8872490748763,0.000663598027026456,3.3152761207793044e-05
15,86,traj_iteration,parallel_limit,BDF,5,0.25,5,25.80080635473132,610.8872490748763,0.012689197629133427,0.0016117283004004372
15,86,traj_iteration,parallel,BDF,10,2,3,41.795250438153744,610.8872490748763,0.004583150007627915,0.000624669146838649
15,86,traj_iteration,parallel_limit,BDF,10,2,4,45.25658804178238,610.8872490748763,0.017830514064800924,0.002344883976280688
15,86,traj_iteration,parallel,BDF,10,1,4,49.94375269860029,610.8872490748763,0.0009090844975767394,8.151268310058997e-05
15,86,traj_iteration,parallel_limit,BDF,10,1,4,43.61687268316746,610.8872490748763,0.017830514064800924,0.002344883976280688
15,86,traj_iteration,parallel,BDF,10,0.5,4,49.97189489006996,610.8872490748763,0.0009090844975767394,8.151268310058997e-05
15,86,traj_iteration,parallel_limit,BDF,10,0.5,5,49.82177039608359,610.8872490748763,0.017616661622321207,0.002257740461796838
15,86,traj_iteration,parallel,BDF,10,0.25,5,58.43823293596506,610.8872490748763,0.0006255857492620881,3.167888144364036e-05
15,86,traj_iteration,parallel_limit,BDF,10,0.25,5,50.29168367758393,610.8872490748763,0.017616661622321207,0.002257740461796838
15,86,traj_iteration,parallel,BDF,15,2,3,61.59842001646757,610.8872490748763,0.003679408246246503,0.00048777093833536335
15,86,traj_iteration,parallel_limit,BDF,15,2,4,70.73821424692869,610.8872490748763,0.016901238829269947,0.0021713573895986086
15,86,traj_iteration,parallel,BDF,15,1,4,76.01735705882311,610.8872490748763,0.0008157042208592799,6.389192180368358e-05
15,86,traj_iteration,parallel_limit,BDF,15,1,4,71.07852892950177,610.8872490748763,0.016901238829269947,0.0021713573895986086
15,86,traj_iteration,parallel,BDF,15,0.5,4,77.0270956158638,610.8872490748763,0.0008157042208592799,6.389192180368358e-05
15,86,traj_iteration,parallel_limit,BDF,15,0.5,5,78.67437653243542,610.8872490748763,0.01684778328755134,0.0021297493131026803
15,86,traj_iteration,parallel,BDF,15,0.25,4,75.12732303515077,610.8872490748763,0.0008157042208592799,6.389192180368358e-05
15,86,traj_iteration,parallel_limit,BDF,15,0.25,5,78.53694705665112,610.8872490748763,0.01684778328755134,0.0021297493131026803
16,99,traj_iteration,parallel,RK45,5,2,4,14.24737373739481,23.767453651875257,0.001059259227345163,7.929241129078158e-05
