model,solution_method,spatial_simplification,ode_method,stations_per_cell,delta_t_ratio,delta_t,time,std_time,error
0,traj_iteration,none,RK45,5,0,0,181.44221500284038,35.77783733117394,0.008125866351532405
0,discrete_step,none,RK45,5,0.1,0.40153983328209836,23.844764853827655,35.77783733117394,0.00689599970794411
0,discrete_step,none,RK45,5,0.05,0.20076991664104918,30.989542399998754,35.77783733117394,0.004516775868739659
0,discrete_step,none,RK45,5,0.025,0.10038495832052459,40.36222256417386,35.77783733117394,0.002899228632749366
0,traj_iteration,none,RK45,10,0,0,206.21462810994126,35.77783733117394,0.007850314626134489
0,discrete_step,none,RK45,10,0.1,0.40153983328209836,31.40019149100408,35.77783733117394,0.006440151057330635
0,discrete_step,none,RK45,10,0.05,0.20076991664104918,40.198089704848826,35.77783733117394,0.004144115544719978
0,discrete_step,none,RK45,10,0.025,0.10038495832052459,51.859359527006745,35.77783733117394,0.0026322681569566878
0,traj_iteration,none,RK45,15,0,0,221.64293291792274,35.77783733117394,0.007850314626134489
0,discrete_step,none,RK45,15,0.1,0.40153983328209836,33.658951776102185,35.77783733117394,0.006359018069997336
0,discrete_step,none,RK45,15,0.05,0.20076991664104918,42.400298106949776,35.77783733117394,0.004118116081942772
0,discrete_step,none,RK45,15,0.025,0.10038495832052459,53.95020125294104,35.77783733117394,0.0026322681569566878
0,traj_iteration,none,BDF,5,0,0,800.016914387932,1405.0989831278566,0.008125359462263539
0,discrete_step,none,BDF,5,0.1,0.40153983328209836,196.76023099804297,1405.0989831278566,0.006895681874816874
0,discrete_step,none,BDF,5,0.05,0.20076991664104918,336.27247002115473,1405.0989831278566,0.004516390493338662
0,discrete_step,none,BDF,5,0.025,0.10038495832052459,609.5302538787946,1405.0989831278566,0.0028988396805902997
0,traj_iteration,none,BDF,10,0,0,1942.3082378050312,1405.0989831278566,0.00785006199341329
0,discrete_step,none,BDF,10,0.1,0.40153983328209836,396.67344220518135,1405.0989831278566,0.006439772358889886
0,discrete_step,none,BDF,10,0.05,0.20076991664104918,716.947306494927,1405.0989831278566,0.0041438015130309345
0,discrete_step,none,BDF,10,0.025,0.10038495832052459,1264.231486115139,1405.0989831278566,0.002631885192954445
0,traj_iteration,none,BDF,15,0,0,2517.1759354218375,1405.0989831278566,0.00785006199341329
0,discrete_step,none,BDF,15,0.1,0.40153983328209836,604.516730273841,1405.0989831278566,0.006303568803996933
0,discrete_step,none,BDF,15,0.05,0.20076991664104918,1020.7069353319239,1405.0989831278566,0.004117813850713282
0,discrete_step,none,BDF,15,0.025,0.10038495832052459,1812.3369883548003,1405.0989831278566,0.002631885192954445
1,traj_iteration,none,RK45,5,0,0,340.1572356328834,61.406927466159686,0.00526516794266879
1,discrete_step,none,RK45,5,0.1,0.39961252155028254,47.14056248101406,61.406927466159686,0.00526516794266879
1,discrete_step,none,RK45,5,0.05,0.19980626077514127,58.24018604098819,61.406927466159686,0.0033909555950267377
1,discrete_step,none,RK45,5,0.025,0.09990313038757064,73.3716068728827,61.406927466159686,0.0021436517461367183
1,traj_iteration,none,RK45,10,0,0,434.48556851106696,61.406927466159686,0.00526516794266879
1,discrete_step,none,RK45,10,0.1,0.39961252155028254,68.10448213806376,61.406927466159686,0.0050752808393159776
1,discrete_step,none,RK45,10,0.05,0.19980626077514127,83.37485588085838,61.406927466159686,0.003374279322882092
1,discrete_step,none,RK45,10,0.025,0.09990313038757064,102.06339312717319,61.406927466159686,0.002067239005931395
1,traj_iteration,none,RK45,15,0,0,400.30727092106827,61.406927466159686,0.004998658273296436
1,discrete_step,none,RK45,15,0.1,0.39961252155028254,72.80460695992224,61.406927466159686,0.004702540349820399
1,discrete_step,none,RK45,15,0.05,0.19980626077514127,88.0635559768416,61.406927466159686,0.003057802062981816
1,discrete_step,none,RK45,15,0.025,0.09990313038757064,107.91589009785093,61.406927466159686,0.0019900509153111838
1,traj_iteration,none,BDF,5,0,0,1660.276280401973,4705.517506493023,0.005265026213523425
1,discrete_step,none,BDF,5,0.1,0.39961252155028254,492.2815919970162,4705.517506493023,0.005265026213523425
1,discrete_step,none,BDF,5,0.05,0.19980626077514127,857.7453841660172,4705.517506493023,0.0033908180313311467
1,discrete_step,none,BDF,5,0.025,0.09990313038757064,1524.6990650589578,4705.517506493023,0.0021434864772948226
1,traj_iteration,none,BDF,10,0,0,3472.5953928229865,4705.517506493023,0.005265026213523425
1,discrete_step,none,BDF,10,0.1,0.39961252155028254,871.94024045486,4705.517506493023,0.005075132471599531
1,discrete_step,none,BDF,10,0.05,0.19980626077514127,1550.3435895428993,4705.517506493023,0.003374093914234667
1,discrete_step,none,BDF,10,0.025,0.09990313038757064,2830.2270734359045,4705.517506493023,0.0020669978120721483
1,traj_iteration,none,BDF,15,0,0,4466.967503640102,4705.517506493023,0.004998467166332703
1,discrete_step,none,BDF,15,0.1,0.39961252155028254,1306.0343103099149,4705.517506493023,0.004702499653160582
1,discrete_step,none,BDF,15,0.05,0.19980626077514127,2382.7801319630817,4705.517506493023,0.003057580414488754
1,discrete_step,none,BDF,15,0.025,0.09990313038757064,4464.912227072986,4705.517506493023,0.001989871497600734
2,traj_iteration,none,RK45,5,0,0,200.54054002091289,38.32935746386647,0.007354127233987245
2,discrete_step,none,RK45,5,0.1,0.400143937746964,26.924029763089493,38.32935746386647,0.006291021514049604
2,discrete_step,none,RK45,5,0.05,0.200071968873482,33.74683973798528,38.32935746386647,0.004096819024975801
2,discrete_step,none,RK45,5,0.025,0.100035984436741,44.10033181589097,38.32935746386647,0.0026952380867929617
2,traj_iteration,none,RK45,10,0,0,245.07604420999996,38.32935746386647,0.0072342839682718605
2,discrete_step,none,RK45,10,0.1,0.400143937746964,32.11560218501836,38.32935746386647,0.0061745598327353915
2,discrete_step,none,RK45,10,0.05,0.200071968873482,41.58022135985084,38.32935746386647,0.003981101327247601
2,discrete_step,none,RK45,10,0.025,0.100035984436741,52.96002815500833,38.32935746386647,0.0025771517016038963
2,traj_iteration,none,RK45,15,0,0,267.2267735991627,38.32935746386647,0.007114989536314833
2,discrete_step,none,RK45,15,0.1,0.400143937746964,40.13880215608515,38.32935746386647,0.0059424057059729914
2,discrete_step,none,RK45,15,0.05,0.200071968873482,50.765862298896536,38.32935746386647,0.003865216906181447
2,discrete_step,none,RK45,15,0.025,0.100035984436741,64.52499710489064,38.32935746386647,0.002458829834287885
2,traj_iteration,none,BDF,5,0,0,1024.1295596698765,2026.0178775528912,0.007354019928494221
2,discrete_step,none,BDF,5,0.1,0.400143937746964,239.85927912592888,2026.0178775528912,0.006290951479754688
2,discrete_step,none,BDF,5,0.05,0.200071968873482,427.43448647111654,2026.0178775528912,0.00409667871938583
2,discrete_step,none,BDF,5,0.025,0.100035984436741,711.0534379878081,2026.0178775528912,0.0026950730926105183
2,traj_iteration,none,BDF,10,0,0,2330.524430591846,2026.0178775528912,0.007234175868836575
2,discrete_step,none,BDF,10,0.1,0.400143937746964,434.59995422908105,2026.0178775528912,0.006174481250398112
2,discrete_step,none,BDF,10,0.05,0.200071968873482,770.9172108140774,2026.0178775528912,0.003980965743632792
2,discrete_step,none,BDF,10,0.025,0.100035984436741,1391.1812317399308,2026.0178775528912,0.0025769508696982146
2,traj_iteration,none,BDF,15,0,0,3219.5702593841124,2026.0178775528912,0.007114861270115115
2,discrete_step,none,BDF,15,0.1,0.400143937746964,600.9842844449449,2026.0178775528912,0.005942326889560984
2,discrete_step,none,BDF,15,0.05,0.200071968873482,1041.394444549922,2026.0178775528912,0.0038650879040081627
2,discrete_step,none,BDF,15,0.025,0.100035984436741,1856.098741099937,2026.0178775528912,0.002458611720026695
3,traj_iteration,none,RK45,5,0,0,163.87837895797566,32.26855841698125,0.008478575264169973
3,discrete_step,none,RK45,5,0.1,0.3977613033095404,24.792590545024723,32.26855841698125,0.007136864481327022
3,discrete_step,none,RK45,5,0.05,0.1988806516547702,29.6603783108294,32.26855841698125,0.0047958364661750755
3,discrete_step,none,RK45,5,0.025,0.0994403258273851,39.25028438400477,32.26855841698125,0.0031902476203188143
3,traj_iteration,none,RK45,10,0,0,178.80185361485928,32.26855841698125,0.008265611842331438
3,discrete_step,none,RK45,10,0.1,0.3977613033095404,25.98532182397321,32.26855841698125,0.006936753102237777
3,discrete_step,none,RK45,10,0.05,0.1988806516547702,32.03415082208812,32.26855841698125,0.004690711572067529
3,discrete_step,none,RK45,10,0.025,0.0994403258273851,40.91179286013357,32.26855841698125,0.003080726175974857
3,traj_iteration,none,RK45,15,0,0,254.62902090582065,32.26855841698125,0.007847758044140188
3,discrete_step,none,RK45,15,0.1,0.3977613033095404,33.7559001701884,32.26855841698125,0.0063373715942741885
3,discrete_step,none,RK45,15,0.05,0.1988806516547702,41.5881878240034,32.26855841698125,0.004161721582532199
3,discrete_step,none,RK45,15,0.025,0.0994403258273851,52.11573601909913,32.26855841698125,0.002750308919038245
3,traj_iteration,none,BDF,5,0,0,653.0796445980668,2056.2040251011495,0.008478307424282093
3,discrete_step,none,BDF,5,0.1,0.3977613033095404,193.47549114492722,2056.2040251011495,0.007136654337060992
3,discrete_step,none,BDF,5,0.05,0.1988806516547702,320.94988342095166,2056.2040251011495,0.00479563063794129
3,discrete_step,none,BDF,5,0.025,0.0994403258273851,595.295509435935,2056.2040251011495,0.003190004201675201
3,traj_iteration,none,BDF,10,0,0,1586.7525727618486,2056.2040251011495,0.008265365088881059
3,discrete_step,none,BDF,10,0.1,0.3977613033095404,336.2891534550581,2056.2040251011495,0.006936539067626422
3,discrete_step,none,BDF,10,0.05,0.1988806516547702,582.4248339119367,2056.2040251011495,0.004690469161635958
3,discrete_step,none,BDF,10,0.025,0.0994403258273851,996.5217644728255,2056.2040251011495,0.003080477872730524
3,traj_iteration,none,BDF,15,0,0,2607.213682082016,2056.2040251011495,0.007847562234305038
3,discrete_step,none,BDF,15,0.1,0.3977613033095404,598.426861501066,2056.2040251011495,0.006337124023124361
3,discrete_step,none,BDF,15,0.05,0.1988806516547702,979.5756233870052,2056.2040251011495,0.004161445416107415
3,discrete_step,none,BDF,15,0.025,0.0994403258273851,1653.7156521410216,2056.2040251011495,0.0027500582162927173
4,traj_iteration,none,RK45,5,0,0,246.4873809721321,45.77252541296184,0.007488431772878246
4,discrete_step,none,RK45,5,0.1,0.39965199449395405,34.621198727050796,45.77252541296184,0.006752110569898918
4,discrete_step,none,RK45,5,0.05,0.19982599724697703,43.06534469104372,45.77252541296184,0.004460902365321957
4,discrete_step,none,RK45,5,0.025,0.09991299862348851,54.88134004105814,45.77252541296184,0.0027202191527912647
4,traj_iteration,none,RK45,10,0,0,279.5624911689665,45.77252541296184,0.007241709358583731
4,discrete_step,none,RK45,10,0.1,0.39965199449395405,44.549696628935635,45.77252541296184,0.006388298868654566
