,,,,time,time,std_time,std_time,error_sum_metric,error_sum_metric,error_max_metric,error_max_metric
,,,,mean,std,mean,std,mean,std,mean,std
ode_method,stations_per_cell,spatial_simplification,delta_t_ratio_or_epsilon,,,,,,,,
BDF,5,strict,0.025,4.947252025981021,2.458027226095296,874.9295991928776,647.4924598712354,0.06946257185049189,0.02549204779253426,0.015543095887263693,0.006640873083217323
BDF,5,strict,0.05,3.557119170970083,1.7576591088426161,874.9295991928776,647.4924598712354,0.06582598330971166,0.024087710634404853,0.014921428764143853,0.0068362612517467005
BDF,5,strict,0.1,2.7951725588778413,1.3680148252286852,874.9295991928776,647.4924598712354,0.062115947867354096,0.022264441241246265,0.01451138876628158,0.006796307626888122
BDF,10,strict,0.025,2.477777642250957,1.1638546550536257,874.9295991928776,647.4924598712354,0.0701093267300888,0.025810857155750953,0.015637292424895456,0.006577947280407046
BDF,10,strict,0.05,1.8143369743358815,0.8580425810641279,874.9295991928776,647.4924598712354,0.06664515546059112,0.0246056857558464,0.015064027079150067,0.006754816073056911
BDF,10,strict,0.1,1.479046794401682,0.7070651249213142,874.9295991928776,647.4924598712354,0.06260096472852553,0.022789405114873595,0.014561080065265372,0.0067786331974601256
BDF,15,strict,0.025,1.7914477989484285,0.8330030112028762,874.9295991928776,647.4924598712354,0.07044701754760636,0.02589391594070886,0.015588281930272386,0.006625333106129913
BDF,15,strict,0.05,1.2879212938022175,0.6085602922869834,874.9295991928776,647.4924598712354,0.06711807637239604,0.024817146682107466,0.015051937076628481,0.006805932661250313
BDF,15,strict,0.1,1.0667204877989414,0.5090811782379919,874.9295991928776,647.4924598712354,0.06292708633691235,0.023041261245978828,0.014487545325062093,0.006882078914401797
RK45,5,strict,0.025,2.0196995447607877,0.963249094233706,29.58823035145768,21.38906832004131,0.069467475733114,0.025494533101248704,0.015543883195301835,0.006641110398710979
RK45,5,strict,0.05,1.3808415048015952,0.6716441423255721,29.58823035145768,21.38906832004131,0.06583052630649039,0.02408998432984722,0.014923090108526429,0.006836238298933686
RK45,5,strict,0.1,1.1848551409769967,0.5874096844314174,29.58823035145768,21.38906832004131,0.06211998831968177,0.022266577262618013,0.014512153567578802,0.006796502744164195
RK45,10,strict,0.025,1.0598917348336876,0.5002667504503381,29.58823035145768,21.38906832004131,0.07011397452190546,0.02581318512276812,0.01563847553305795,0.006578530381695858
RK45,10,strict,0.05,0.7310175145917301,0.34867136205583277,29.58823035145768,21.38906832004131,0.06664949105908459,0.024607982218344697,0.015065539651663969,0.006755101363383429
RK45,10,strict,0.1,0.6326320333026137,0.3066986435075213,29.58823035145768,21.38906832004131,0.06260476333183168,0.022791685701382635,0.014562578320279058,0.006778695673626796
RK45,15,strict,0.025,0.7643216022414073,0.3698329516852021,29.58823035145768,21.38906832004131,0.07045124425055022,0.025896208153584396,0.015588689274878269,0.006625700733555733
RK45,15,strict,0.05,0.5188896161772287,0.24922748181101126,29.58823035145768,21.38906832004131,0.06712227220498361,0.02481944787467381,0.01505276763090279,0.006806363628944375
RK45,15,strict,0.1,0.4520338540115759,0.22798320448541584,29.58823035145768,21.38906832004131,0.06293105635427798,0.023043603330302455,0.01448841157027018,0.006882237216605865
