model,n_stations,solution_method,spatial_simplification,ode_method,stations_per_cell,delta_t_ratio_or_epsilon,delta_t_or_n_iterations,time,std_time,error_sum_metric,error_max_metric
8,76,traj_iteration,parallel_limit,BDF,15,0.25,5,84.8851511515677,175.40620581805706,0.00366154397372823,0.0007165501505567612
9,95,traj_iteration,parallel,RK45,5,2,4,15.731568470597267,23.899826429784298,0.0008267633358164377,4.568520649994498e-05
9,95,traj_iteration,parallel_limit,RK45,5,2,4,14.399401988834143,23.899826429784298,0.005212328608923963,0.0006633010825860493
9,95,traj_iteration,parallel,RK45,5,1,4,16.818012978881598,23.899826429784298,0.0008267633358164377,4.568520649994498e-05
9,95,traj_iteration,parallel_limit,RK45,5,1,5,18.150752648711205,23.899826429784298,0.004656753492030719,0.0004850878870447599
9,95,traj_iteration,parallel,RK45,5,0.5,4,16.34673958644271,23.899826429784298,0.0008267633358164377,4.568520649994498e-05
9,95,traj_iteration,parallel_limit,RK45,5,0.5,5,17.739873945713043,23.899826429784298,0.004656753492030719,0.0004850878870447599
9,95,traj_iteration,parallel,RK45,5,0.25,5,21.292581509798765,23.899826429784298,0.0006893049713762358,2.5178351636023584e-05
9,95,traj_iteration,parallel_limit,RK45,5,0.25,5,18.07197469845414,23.899826429784298,0.004656753492030719,0.0004850878870447599
9,95,traj_iteration,parallel,RK45,10,2,3,14.673609737306833,23.899826429784298,0.002921487617707239,0.00036148057187864916
9,95,traj_iteration,parallel_limit,RK45,10,2,4,17.563441067934036,23.899826429784298,0.004150730010712821,0.0005371969219703555
9,95,traj_iteration,parallel,RK45,10,1,4,17.488921009004116,23.899826429784298,0.0007608956980370017,4.0601781822316624e-05
9,95,traj_iteration,parallel_limit,RK45,10,1,5,21.124125365167856,23.899826429784298,0.003805260179982074,0.0004175787857231235
9,95,traj_iteration,parallel,RK45,10,0.5,4,17.579097982496023,23.899826429784298,0.0007608956980370017,4.0601781822316624e-05
9,95,traj_iteration,parallel_limit,RK45,10,0.5,5,21.446411058306694,23.899826429784298,0.003805260179982074,0.0004175787857231235
9,95,traj_iteration,parallel,RK45,10,0.25,4,17.76233535259962,23.899826429784298,0.0007608956980370017,4.0601781822316624e-05
9,95,traj_iteration,parallel_limit,RK45,10,0.25,5,21.29299844056368,23.899826429784298,0.003805260179982074,0.0004175787857231235
9,95,traj_iteration,parallel,RK45,15,2,3,20.815602488815784,23.899826429784298,0.002137524621359692,0.00024185247670874076
9,95,traj_iteration,parallel_limit,RK45,15,2,4,26.068766985088587,23.899826429784298,0.005967363568432204,0.0007449035890253299
9,95,traj_iteration,parallel,RK45,15,1,4,27.81850405409932,23.899826429784298,0.0006358125940527507,3.279652790120462e-05
9,95,traj_iteration,parallel_limit,RK45,15,1,5,32.34135238826275,23.899826429784298,0.005896482525365913,0.0007447390794597105
9,95,traj_iteration,parallel,RK45,15,0.5,4,27.97885148599744,23.899826429784298,0.0006358125940527507,3.279652790120462e-05
9,95,traj_iteration,parallel_limit,RK45,15,0.5,5,32.07624934241176,23.899826429784298,0.005896482525365913,0.0007447390794597105
9,95,traj_iteration,parallel,RK45,15,0.25,4,27.59537648782134,23.899826429784298,0.0006358125940527507,3.279652790120462e-05
9,95,traj_iteration,parallel_limit,RK45,15,0.25,5,31.421767070889473,23.899826429784298,0.005896482525365913,0.0007447390794597105
9,95,traj_iteration,parallel,BDF,5,2,4,32.75400397926569,723.5942685864866,0.0007964371915669967,4.579205945888786e-05
9,95,traj_iteration,parallel_limit,BDF,5,2,4,30.593799233436584,723.5942685864866,0.005184543441090173,0.0006647494791891822
9,95,traj_iteration,parallel,BDF,5,1,4,33.104888796806335,723.5942685864866,0.0007964371915669967,4.579205945888786e-05
9,95,traj_iteration,parallel_limit,BDF,5,1,5,35.65762424096465,723.5942685864866,0.004629939397395402,0.00048777760819836754
9,95,traj_iteration,parallel,BDF,5,0.5,4,33.93056512251496,723.5942685864866,0.0007964371915669967,4.579205945888786e-05
9,95,traj_iteration,parallel_limit,BDF,5,0.5,5,36.73566456511617,723.5942685864866,0.004629939397395402,0.00048777760819836754
9,95,traj_iteration,parallel,BDF,5,0.25,5,37.192816372960806,723.5942685864866,0.0006590899827106522,2.855668295260541e-05
9,95,traj_iteration,parallel_limit,BDF,5,0.25,5,35.53948491811752,723.5942685864866,0.004629939397395402,0.00048777760819836754
9,95,traj_iteration,parallel,BDF,10,2,3,43.49874851107597,723.5942685864866,0.0029043546640292787,0.0003588541929939116
9,95,traj_iteration,parallel_limit,BDF,10,2,4,47.25798241794109,723.5942685864866,0.004139422075612326,0.0005386507223938317
9,95,traj_iteration,parallel,BDF,10,1,4,54.75719569995999,723.5942685864866,0.0007442353936811259,3.9731290435531266e-05
9,95,traj_iteration,parallel_limit,BDF,10,1,5,58.07263073325157,723.5942685864866,0.003792364413927188,0.00041867629030579713
9,95,traj_iteration,parallel,BDF,10,0.5,4,56.41352367773652,723.5942685864866,0.0007442353936811259,3.9731290435531266e-05
9,95,traj_iteration,parallel_limit,BDF,10,0.5,5,62.5684785656631,723.5942685864866,0.003792364413927188,0.00041867629030579713
9,95,traj_iteration,parallel,BDF,10,0.25,4,53.80638054013252,723.5942685864866,0.0007442353936811259,3.9731290435531266e-05
9,95,traj_iteration,parallel_limit,BDF,10,0.25,5,58.70152620226145,723.5942685864866,0.003792364413927188,0.00041867629030579713
9,95,traj_iteration,parallel,BDF,15,2,3,108.12867787480354,723.5942685864866,0.002167550536997265,0.00024722400838390754
9,95,traj_iteration,parallel_limit,BDF,15,2,4,132.94701236486435,723.5942685864866,0.005992933050157941,0.0007478794227768888
9,95,traj_iteration,parallel,BDF,15,1,4,133.11626958101988,723.5942685864866,0.0006645952287201988,3.4588452578912364e-05
9,95,traj_iteration,parallel_limit,BDF,15,1,5,154.6964924186468,723.5942685864866,0.005922590452586458,0.0007477191337633753
9,95,traj_iteration,parallel,BDF,15,0.5,4,131.71792869269848,723.5942685864866,0.0006645952287201988,3.4588452578912364e-05
9,95,traj_iteration,parallel_limit,BDF,15,0.5,5,156.42805771529675,723.5942685864866,0.005922590452586458,0.0007477191337633753
9,95,traj_iteration,parallel,BDF,15,0.25,4,132.64832215756178,723.5942685864866,0.0006645952287201988,3.4588452578912364e-05
9,95,traj_iteration,parallel_limit,BDF,15,0.25,5,153.92267796769738,723.5942685864866,0.005922590452586458,0.0007477191337633753
10,94,traj_iteration,parallel,RK45,5,2,4,16.17213224247098,23.63888493552804,0.0013070741686421025,0.00012470232883206845
10,94,traj_iteration,parallel_limit,RK45,5,2,4,12.853593930602074,23.63888493552804,0.01924214480448754,0.0023081064411689407
10,94,traj_iteration,parallel,RK45,5,1,4,15.67802082002163,23.63888493552804,0.0013070741686421025,0.00012470232883206845
10,94,traj_iteration,parallel_limit,RK45,5,1,5,15.670765306800604,23.63888493552804,0.01853798809899637,0.0021562731121388978
10,94,traj_iteration,parallel,RK45,5,0.5,4,15.987694155424833,23.63888493552804,0.0013070741686421025,0.00012470232883206845
10,94,traj_iteration,parallel_limit,RK45,5,0.5,5,15.675222653895617,23.63888493552804,0.01853798809899637,0.0021562731121388978
10,94,traj_iteration,parallel,RK45,5,0.25,5,19.795403461903334,23.63888493552804,0.0007655790362590121,3.529368745510675e-05
10,94,traj_iteration,parallel_limit,RK45,5,0.25,5,15.36479127779603,23.63888493552804,0.01853798809899637,0.0021562731121388978
10,94,traj_iteration,parallel,RK45,10,2,4,19.58212771266699,23.63888493552804,0.0010408910387076516,9.390582707437305e-05
10,94,traj_iteration,parallel_limit,RK45,10,2,4,19.56889544427395,23.63888493552804,0.013192083427904214,0.0016323311867915706
10,94,traj_iteration,parallel,RK45,10,1,4,19.807322829961777,23.63888493552804,0.0010408910387076516,9.390582707437305e-05
10,94,traj_iteration,parallel_limit,RK45,10,1,5,22.934077821671963,23.63888493552804,0.012489207953676234,0.001442593920118026
10,94,traj_iteration,parallel,RK45,10,0.5,4,19.961913906037807,23.63888493552804,0.0010408910387076516,9.390582707437305e-05
10,94,traj_iteration,parallel_limit,RK45,10,0.5,5,24.023571725934744,23.63888493552804,0.012489207953676234,0.001442593920118026
10,94,traj_iteration,parallel,RK45,10,0.25,5,26.004191860556602,23.63888493552804,0.0006683416090503245,3.1436553303572076e-05
10,94,traj_iteration,parallel_limit,RK45,10,0.25,5,22.978219475597143,23.63888493552804,0.012489207953676234,0.001442593920118026
10,94,traj_iteration,parallel,RK45,15,2,3,21.780650675296783,23.63888493552804,0.004216644299692187,0.0005355638862902082
10,94,traj_iteration,parallel_limit,RK45,15,2,4,27.298111867159605,23.63888493552804,0.010733552587008014,0.001463860970671283
10,94,traj_iteration,parallel,RK45,15,1,4,28.656700864434242,23.63888493552804,0.0008775026341553291,7.177048508835131e-05
10,94,traj_iteration,parallel_limit,RK45,15,1,5,34.1034614816308,23.63888493552804,0.010580862327326022,0.0014147617541627534
10,94,traj_iteration,parallel,RK45,15,0.5,4,28.9476637840271,23.63888493552804,0.0008775026341553291,7.177048508835131e-05
10,94,traj_iteration,parallel_limit,RK45,15,0.5,5,33.84629685431719,23.63888493552804,0.010580862327326022,0.0014147617541627534
10,94,traj_iteration,parallel,RK45,15,0.25,5,36.33328638598323,23.63888493552804,0.0006163805380542315,2.8690322287480992e-05
10,94,traj_iteration,parallel_limit,RK45,15,0.25,5,33.88401287794113,23.63888493552804,0.010580862327326022,0.0014147617541627534
10,94,traj_iteration,parallel,BDF,5,2,4,45.322226010262966,704.2593835927546,0.0013122266192735457,0.00012326978952192276
10,94,traj_iteration,parallel_limit,BDF,5,2,4,41.96921057626605,704.2593835927546,0.019247623414791967,0.002310627819188822
10,94,traj_iteration,parallel,BDF,5,1,4,47.10994892939925,704.2593835927546,0.0013122266192735457,0.00012326978952192276
10,94,traj_iteration,parallel_limit,BDF,5,1,5,48.957466300576925,704.2593835927546,0.018543472674267102,0.002158389978089924
10,94,traj_iteration,parallel,BDF,5,0.5,4,45.742201648652554,704.2593835927546,0.0013122266192735457,0.00012326978952192276
10,94,traj_iteration,parallel_limit,BDF,5,0.5,5,48.06846475228667,704.2593835927546,0.018543472674267102,0.002158389978089924
10,94,traj_iteration,parallel,BDF,5,0.25,5,51.68037697672844,704.2593835927546,0.0007692189610173282,3.533126188076537e-05
10,94,traj_iteration,parallel_limit,BDF,5,0.25,5,48.83100966736674,704.2593835927546,0.018543472674267102,0.002158389978089924
10,94,traj_iteration,parallel,BDF,10,2,4,65.68114279955626,704.2593835927546,0.001047481354455157,9.330200108864165e-05
10,94,traj_iteration,parallel_limit,BDF,10,2,4,67.21416872367263,704.2593835927546,0.013190844079288347,0.0016342303501639087
10,94,traj_iteration,parallel,BDF,10,1,4,63.19399442896247,704.2593835927546,0.001047481354455157,9.330200108864165e-05
10,94,traj_iteration,parallel_limit,BDF,10,1,5,82.22650948911905,704.2593835927546,0.01248788281640644,0.0014438172962513514
10,94,traj_iteration,parallel,BDF,10,0.5,4,64.86138036474586,704.2593835927546,0.001047481354455157,9.330200108864165e-05
10,94,traj_iteration,parallel_limit,BDF,10,0.5,5,82.34462969377637,704.2593835927546,0.01248788281640644,0.0014438172962513514
10,94,traj_iteration,parallel,BDF,10,0.25,5,72.69407137483358,704.2593835927546,0.0006740813531582693,3.0974201737607066e-05
10,94,traj_iteration,parallel_limit,BDF,10,0.25,5,83.28150764480233,704.2593835927546,0.01248788281640644,0.0014438172962513514
10,94,traj_iteration,parallel,BDF,15,2,3,164.06184696406126,704.2593835927546,0.004240555351578104,0.0005337677396545108
10,94,traj_iteration,parallel_limit,BDF,15,2,4,184.65804441273212,704.2593835927546,0.010749284850981597,0.0014592906689142033
10,94,traj_iteration,parallel,BDF,15,1,4,201.47348840534687,704.2593835927546,0.0009121915475620935,7.094792871533487e-05
10,94,traj_iteration,parallel_limit,BDF,15,1,5,217.0139170102775,704.2593835927546,0.010597708504935468,0.0014095573284403646
10,94,traj_iteration,parallel,BDF,15,0.5,4,199.15637309104204,704.2593835927546,0.0009121915475620935,7.094792871533487e-05
10,94,traj_iteration,parallel_limit,BDF,15,0.5,5,214.56183747202158,704.2593835927546,0.010597708504935468,0.0014095573284403646
10,94,traj_iteration,parallel,BDF,15,0.25,5,237.68292202800512,704.2593835927546,0.0006513710252172147,2.767519422759995e-05
10,94,traj_iteration,parallel_limit,BDF,15,0.25,5,217.38959673047066,704.2593835927546,0.010597708504935468,0.0014095573284403646
11,77,traj_iteration,parallel,RK45,5,2,3,8.81560442224145,15.864219073206186,0.002549190619542058,0.0004057181375869754
11,77,traj_iteration,parallel_limit,RK45,5,2,4,8.91463540494442,15.864219073206186,0.017636768944975772,0.0022353201350879927
11,77,traj_iteration,parallel,RK45,5,1,4,10.265148524194956,15.864219073206186,0.0006852463260003529,4.9336816622898484e-05
11,77,traj_iteration,parallel_limit,RK45,5,1,4,8.827122140675783,15.864219073206186,0.017636768944975772,0.0022353201350879927
11,77,traj_iteration,parallel,RK45,5,0.5,4,10.57158076390624,15.864219073206186,0.0006852463260003529,4.9336816622898484e-05
11,77,traj_iteration,parallel_limit,RK45,5,0.5,4,9.893546275794506,15.864219073206186,0.017636768944975772,0.0022353201350879927
11,77,traj_iteration,parallel,RK45,5,0.25,4,10.41417308151722,15.864219073206186,0.0006852463260003529,4.9336816622898484e-05
11,77,traj_iteration,parallel_limit,RK45,5,0.25,5,10.393877260386944,15.864219073206186,0.017624417446717146,0.0022350720143356905
11,77,traj_iteration,parallel,RK45,10,2,3,12.738221053034067,15.864219073206186,0.0020449314175531226,0.00029738302074509924
11,77,traj_iteration,parallel_limit,RK45,10,2,4,13.0195886567235,15.864219073206186,0.017746371767880367,0.0021427861075735636
11,77,traj_iteration,parallel,RK45,10,1,4,16.891717337071896,15.864219073206186,0.0006075997490388645,3.810222605353573e-05
11,77,traj_iteration,parallel_limit,RK45,10,1,4,13.118017606437206,15.864219073206186,0.017746371767880367,0.0021427861075735636
11,77,traj_iteration,parallel,RK45,10,0.5,4,16.88292510434985,15.864219073206186,0.0006075997490388645,3.810222605353573e-05
11,77,traj_iteration,parallel_limit,RK45,10,0.5,4,13.212731957435608,15.864219073206186,0.017746371767880367,0.0021427861075735636
11,77,traj_iteration,parallel,RK45,10,0.25,4,16.634026665240526,15.864219073206186,0.0006075997490388645,3.810222605353573e-05
11,77,traj_iteration,parallel_limit,RK45,10,0.25,4,14.402351532131433,15.864219073206186,0.017746371767880367,0.0021427861075735636
11,77,traj_iteration,parallel,RK45,15,2,3,16.891953870654106,15.864219073206186,0.0015642193422782669,0.0002163771333646325
11,77,traj_iteration,parallel_limit,RK45,15,2,4,17.492684613913298,15.864219073206186,0.015678824188807266,0.0020150735611539315
11,77,traj_iteration,parallel,RK45,15,1,4,22.584495823830366,15.864219073206186,0.0005200736856077011,2.9510800558991854e-05
11,77,traj_iteration,parallel_limit,RK45,15,1,4,17.02088348940015,15.864219073206186,0.015678824188807266,0.0020150735611539315
11,77,traj_iteration,parallel,RK45,15,0.5,4,23.4727523624897,15.864219073206186,0.0005200736856077011,2.9510800558991854e-05
11,77,traj_iteration,parallel_limit,RK45,15,0.5,4,16.907228760421276,15.864219073206186,0.015678824188807266,0.0020150735611539315
11,77,traj_iteration,parallel,RK45,15,0.25,4,22.055599942803383,15.864219073206186,0.0005200736856077011,2.9510800558991854e-05
11,77,traj_iteration,parallel_limit,RK45,15,0.25,4,16.930790044367313,15.864219073206186,0.015678824188807266,0.0020150735611539315
11,77,traj_iteration,parallel,BDF,5,2,3,15.408196333795786,412.8384159579873,0.002505021585595079,0.00040302474807547844
11,77,traj_iteration,parallel_limit,BDF,5,2,4,17.555570349097252,412.8384159579873,0.017576501931930104,0.0022346312752059756
11,77,traj_iteration,parallel,BDF,5,1,4,17.992888119071722,412.8384159579873,0.000646910279776721,4.8809186273851405e-05
11,77,traj_iteration,parallel_limit,BDF,5,1,4,16.929533172398806,412.8384159579873,0.017576501931930104,0.0022346312752059756
11,77,traj_iteration,parallel,BDF,5,0.5,4,17.678845264017582,412.8384159579873,0.000646910279776721,4.8809186273851405e-05
11,77,traj_iteration,parallel_limit,BDF,5,0.5,4,16.821629885584116,412.8384159579873,0.017576501931930104,0.0022346312752059756
11,77,traj_iteration,parallel,BDF,5,0.25,4,19.65314005687833,412.8384159579873,0.000646910279776721,4.8809186273851405e-05
11,77,traj_iteration,parallel_limit,BDF,5,0.25,5,17.86263097450137,412.8384159579873,0.017563857555484334,0.0022343857780117173
11,77,traj_iteration,parallel,BDF,10,2,3,28.15911192074418,412.8384159579873,0.002019832850060257,0.0002958235735297643
11,77,traj_iteration,parallel_limit,BDF,10,2,4,27.769573651254177,412.8384159579873,0.017704990900268103,0.0021405079611453823
11,77,traj_iteration,parallel,BDF,10,1,4,35.453842364251614,412.8384159579873,0.0005862879468574004,3.762185744795017e-05
11,77,traj_iteration,parallel_limit,BDF,10,1,4,28.886743497103453,412.8384159579873,0.017704990900268103,0.0021405079611453823
11,77,traj_iteration,parallel,BDF,10,0.5,4,35.51463098451495,412.8384159579873,0.0005862879468574004,3.762185744795017e-05
11,77,traj_iteration,parallel_limit,BDF,10,0.5,4,28.13053986430168,412.8384159579873,0.017704990900268103,0.0021405079611453823
11,77,traj_iteration,parallel,BDF,10,0.25,4,35.86271645873785,412.8384159579873,0.0005862879468574004,3.762185744795017e-05
11,77,traj_iteration,parallel_limit,BDF,10,0.25,4,27.720239344984293,412.8384159579873,0.017704990900268103,0.0021405079611453823
11,77,traj_iteration,parallel,BDF,15,2,3,58.919013030827045,412.8384159579873,0.0015643534677672434,0.00021552216280514938
11,77,traj_iteration,parallel_limit,BDF,15,2,4,60.75912502780557,412.8384159579873,0.015680954026361812,0.0020161312248271794
11,77,traj_iteration,parallel,BDF,15,1,4,74.8588304631412,412.8384159579873,0.0005334115840593522,3.205881809794387e-05
11,77,traj_iteration,parallel_limit,BDF,15,1,4,60.52406072244048,412.8384159579873,0.015680954026361812,0.0020161312248271794
11,77,traj_iteration,parallel,BDF,15,0.5,4,74.76210843399167,412.8384159579873,0.0005334115840593522,3.205881809794387e-05
11,77,traj_iteration,parallel_limit,BDF,15,0.5,4,60.814654655754566,412.8384159579873,0.015680954026361812,0.0020161312248271794
11,77,traj_iteration,parallel,BDF,15,0.25,4,74.79604380950332,412.8384159579873,0.0005334115840593522,3.205881809794387e-05
11,77,traj_iteration,parallel_limit,BDF,15,0.25,4,60.84708662331104,412.8384159579873,0.015680954026361812,0.0020161312248271794
12,96,traj_iteration,parallel,RK45,5,2,3,11.586405102163553,23.087680991739035,0.0017310386403342382,0.00021147048761931863
12,96,traj_iteration,parallel_limit,RK45,5,2,4,13.494629085063934,23.087680991739035,0.007312669053080482,0.0009406024277322867
12,96,traj_iteration,parallel,RK45,5,1,4,14.874060310423374,23.087680991739035,0.0006295551976406722,2.6074186742368156e-05
12,96,traj_iteration,parallel_limit,RK45,5,1,5,16.97952487692237,23.087680991739035,0.0072832787585564605,0.000923419310382325
12,96,traj_iteration,parallel,RK45,5,0.5,4,15.118547659367323,23.087680991739035,0.0006295551976406722,2.6074186742368156e-05
12,96,traj_iteration,parallel_limit,RK45,5,0.5,5,16.59063535556197,23.087680991739035,0.0072832787585564605,0.000923419310382325
12,96,traj_iteration,parallel,RK45,5,0.25,4,15.207547627389431,23.087680991739035,0.0006295551976406722,2.6074186742368156e-05
12,96,traj_iteration,parallel_limit,RK45,5,0.25,5,16.49807084351778,23.087680991739035,0.0072832787585564605,0.000923419310382325
12,96,traj_iteration,parallel,RK45,10,2,3,13.840306505560875,23.087680991739035,0.0014530680916434982,0.00016473608021961252
12,96,traj_iteration,parallel_limit,RK45,10,2,4,17.426240161061287,23.087680991739035,0.007772333086359212,0.0010204545894179813
12,96,traj_iteration,parallel,RK45,10,1,4,17.748904939740896,23.087680991739035,0.0005861490627552038,2.2334145316641834e-05
12,96,traj_iteration,parallel_limit,RK45,10,1,4,17.390216775238514,23.087680991739035,0.007772333086359212,0.0010204545894179813
12,96,traj_iteration,parallel,RK45,10,0.5,4,18.24690803140402,23.087680991739035,0.0005861490627552038,2.2334145316641834e-05
12,96,traj_iteration,parallel_limit,RK45,10,0.5,5,20.856803998351097,23.087680991739035,0.007752228001351271,0.0010203417540500695
12,96,traj_iteration,parallel,RK45,10,0.25,4,17.881065916270018,23.087680991739035,0.0005861490627552038,2.2334145316641834e-05
12,96,traj_iteration,parallel_limit,RK45,10,0.25,5,21.192052256315947,23.087680991739035,0.007752228001351271,0.0010203417540500695
12,96,traj_iteration,parallel,RK45,15,2,3,22.463815350085497,23.087680991739035,0.0011853963657956555,0.00012137733563058829
12,96,traj_iteration,parallel_limit,RK45,15,2,4,22.361414447426796,23.087680991739035,0.010076606597103516,0.0012959764730356782
12,96,traj_iteration,parallel,RK45,15,1,4,29.758820313960314,23.087680991739035,0.0005527362637993028,2.022007365103612e-05
12,96,traj_iteration,parallel_limit,RK45,15,1,4,22.66200964152813,23.087680991739035,0.010076606597103516,0.0012959764730356782
12,96,traj_iteration,parallel,RK45,15,0.5,4,30.34446755424142,23.087680991739035,0.0005527362637993028,2.022007365103612e-05
12,96,traj_iteration,parallel_limit,RK45,15,0.5,5,25.290423452854156,23.087680991739035,0.010076606597103516,0.0012959764730356782
12,96,traj_iteration,parallel,RK45,15,0.25,4,31.376128792762756,23.087680991739035,0.0005527362637993028,2.022007365103612e-05
12,96,traj_iteration,parallel_limit,RK45,15,0.25,5,25.687439672648907,23.087680991739035,0.010076606597103516,0.0012959764730356782
12,96,traj_iteration,parallel,BDF,5,2,3,27.01681786775589,775.9301367886364,0.0017518916328410155,0.00020872790985656674
12,96,traj_iteration,parallel_limit,BDF,5,2,4,31.322340339422226,775.9301367886364,0.007333788454325179,0.0009399516882755911
12,96,traj_iteration,parallel,BDF,5,1,4,34.51651718840003,775.9301367886364,0.0006503678980453882,2.5735141899931072e-05
12,96,traj_iteration,parallel_limit,BDF,5,1,5,35.77452103421092,775.9301367886364,0.007304375339687715,0.0009225057362357319
12,96,traj_iteration,parallel,BDF,5,0.5,4,33.75318435207009,775.9301367886364,0.0006503678980453882,2.5735141899931072e-05
12,96,traj_iteration,parallel_limit,BDF,5,0.5,5,37.35691612958908,775.9301367886364,0.007304375339687715,0.0009225057362357319
12,96,traj_iteration,parallel,BDF,5,0.25,4,33.2154754512012,775.9301367886364,0.0006503678980453882,2.5735141899931072e-05
12,96,traj_iteration,parallel_limit,BDF,5,0.25,5,36.04502774402499,775.9301367886364,0.007304375339687715,0.0009225057362357319
12,96,traj_iteration,parallel,BDF,10,2,3,54.11581393703818,775.9301367886364,0.0014399183716876857,0.00016370379690886563
12,96,traj_iteration,parallel_limit,BDF,10,2,4,65.32025568187237,775.9301367886364,0.007760811949351901,0.0010191045957226605
12,96,traj_iteration,parallel,BDF,10,1,4,67.57903366163373,775.9301367886364,0.0005784485352106565,2.2187754537170076e-05
12,96,traj_iteration,parallel_limit,BDF,10,1,4,65.88185948505998,775.9301367886364,0.007760811949351901,0.0010191045957226605
12,96,traj_iteration,parallel,BDF,10,0.5,4,68.86991219595075,775.9301367886364,0.0005784485352106565,2.2187754537170076e-05
12,96,traj_iteration,parallel_limit,BDF,10,0.5,5,75.20921098068357,775.9301367886364,0.007741034503890611,0.001018980696617433
12,96,traj_iteration,parallel,BDF,10,0.25,4,67.48507394269109,775.9301367886364,0.0005784485352106565,2.2187754537170076e-05
12,96,traj_iteration,parallel_limit,BDF,10,0.25,5,73.82686749100685,775.9301367886364,0.007741034503890611,0.001018980696617433
12,96,traj_iteration,parallel,BDF,15,2,3,128.29866813868284,775.9301367886364,0.0011851962041547137,0.00012116385653794333
12,96,traj_iteration,parallel_limit,BDF,15,2,4,115.89028669521213,775.9301367886364,0.010061479763970618,0.001297210996538913
12,96,traj_iteration,parallel,BDF,15,1,4,170.49015660956502,775.9301367886364,0.0005545321250187209,2.154614028963681e-05
12,96,traj_iteration,parallel_limit,BDF,15,1,4,116.01948236301541,775.9301367886364,0.010061479763970618,0.001297210996538913
12,96,traj_iteration,parallel,BDF,15,0.5,4,170.83879516273737,775.9301367886364,0.0005545321250187209,2.154614028963681e-05
12,96,traj_iteration,parallel_limit,BDF,15,0.5,5,126.691878978163,775.9301367886364,0.010061479763970618,0.001297210996538913
12,96,traj_iteration,parallel,BDF,15,0.25,4,170.23119242489338,775.9301367886364,0.0005545321250187209,2.154614028963681e-05
12,96,traj_iteration,parallel_limit,BDF,15,0.25,5,126.66275686770678,775.9301367886364,0.010061479763970618,0.001297210996538913
13,90,traj_iteration,parallel,RK45,5,2,3,11.744800340384245,20.674865067005157,0.0019694216750261676,0.00023308397272336852
13,90,traj_iteration,parallel_limit,RK45,5,2,4,11.728518940508366,20.674865067005157,0.006319377765069811,0.0007880308829460999
13,90,traj_iteration,parallel,RK45,5,1,4,13.532890886068344,20.674865067005157,0.0006186718044667232,2.8589006073808073e-05
13,90,traj_iteration,parallel_limit,RK45,5,1,5,13.754152413457632,20.674865067005157,0.00631146073872313,0.0007879742676279811
13,90,traj_iteration,parallel,RK45,5,0.5,4,13.552804332226515,20.674865067005157,0.0006186718044667232,2.8589006073808073e-05
13,90,traj_iteration,parallel_limit,RK45,5,0.5,5,14.089143205434084,20.674865067005157,0.00631111405490525,0.0007879115967156364
13,90,traj_iteration,parallel,RK45,5,0.25,4,13.128809612244368,20.674865067005157,0.0006186718044667232,2.8589006073808073e-05
13,90,traj_iteration,parallel_limit,RK45,5,0.25,5,13.843896929174662,20.674865067005157,0.00631111405490525,0.0007879115967156364
13,90,traj_iteration,parallel,RK45,10,2,3,13.353012919425964,20.674865067005157,0.001655212241680402,0.00017858394179968306
13,90,traj_iteration,parallel_limit,RK45,10,2,4,16.44332617893815,20.674865067005157,0.010496927727890671,0.0014049393287101596
13,90,traj_iteration,parallel,RK45,10,1,4,17.213376849889755,20.674865067005157,0.0005801918482752295,2.4784645253155257e-05
13,90,traj_iteration,parallel_limit,RK45,10,1,4,17.766151662915945,20.674865067005157,0.010496927727890671,0.0014049393287101596
13,90,traj_iteration,parallel,RK45,10,0.5,4,16.820812221616507,20.674865067005157,0.0005801918482752295,2.4784645253155257e-05
13,90,traj_iteration,parallel_limit,RK45,10,0.5,5,20.29195013269782,20.674865067005157,0.010484189000762804,0.0013958407815211592
13,90,traj_iteration,parallel,RK45,10,0.25,4,17.029633428901434,20.674865067005157,0.0005801918482752295,2.4784645253155257e-05
13,90,traj_iteration,parallel_limit,RK45,10,0.25,5,21.973873503506184,20.674865067005157,0.010484189000762804,0.0013958407815211592
13,90,traj_iteration,parallel,RK45,15,2,3,21.479164134711027,20.674865067005157,0.0013275480092197495,0.00014297504947929514
13,90,traj_iteration,parallel_limit,RK45,15,2,4,23.510814126580954,20.674865067005157,0.011029174106310866,0.0014621110252304925
13,90,traj_iteration,parallel,RK45,15,1,4,28.83120656758547,20.674865067005157,0.0005174396197026532,2.2529628867508476e-05
13,90,traj_iteration,parallel_limit,RK45,15,1,4,23.178599148988724,20.674865067005157,0.011029174106310866,0.0014621110252304925
13,90,traj_iteration,parallel,RK45,15,0.5,4,28.155990440398455,20.674865067005157,0.0005174396197026532,2.2529628867508476e-05
13,90,traj_iteration,parallel_limit,RK45,15,0.5,4,23.11125272139907,20.674865067005157,0.011029174106310866,0.0014621110252304925
13,90,traj_iteration,parallel,RK45,15,0.25,4,27.91953483596444,20.674865067005157,0.0005174396197026532,2.2529628867508476e-05
13,90,traj_iteration,parallel_limit,RK45,15,0.25,4,23.4104694314301,20.674865067005157,0.011029174106310866,0.0014621110252304925
13,90,traj_iteration,parallel,BDF,5,2,3,20.368639938533306,578.4000066332519,0.001917734162119338,0.00023168555932579163
13,90,traj_iteration,parallel_limit,BDF,5,2,4,21.64533658325672,578.4000066332519,0.006260882246035383,0.0007882631530958737
