,,,,time,time,std_time,std_time,error_sum_metric,error_sum_metric,error_max_metric,error_max_metric
,,,,mean,std,mean,std,mean,std,mean,std
ode_method,stations_per_cell,spatial_simplification,delta_t_ratio_or_epsilon,,,,,,,,
BDF,5,none,0.5,452.7067738407361,262.717630157823,855.2100918699731,552.5159254089825,0.004885866700081196,0.0034406375732153227,0.000883152822587628,0.00025436114101837557
BDF,5,none,1.0,392.8208668229985,221.0402121678928,855.2100918699731,552.5159254089825,0.006975446797619915,0.00499304336931506,0.001418838988116427,0.000531126481620098
BDF,5,none,2.0,307.13670683997685,152.46430746450784,855.2100918699731,552.5159254089825,0.011443633568164193,0.006684712675231113,0.0031862837937960157,0.0015796227093544384
BDF,5,strict,0.5,15.316693679072195,8.065351995708651,855.2100918699731,552.5159254089825,0.04170680603667394,0.020507696268863233,0.018579416006062933,0.007985141690473353
BDF,5,strict,1.0,14.115258821106982,7.344278160442719,855.2100918699731,552.5159254089825,0.04165826798286787,0.020619123434609154,0.01851133060872799,0.008008732043709122
BDF,5,strict,2.0,12.240914635543014,6.7909467427948265,855.2100918699731,552.5159254089825,0.041985875376473025,0.02025365911447029,0.018242048708672177,0.008082342372781848
BDF,10,none,0.5,846.5370866316068,475.51385593690657,855.2100918699731,552.5159254089825,0.0043311187170163865,0.003050985152896333,0.000787780740710641,0.0002170828613922867
BDF,10,none,1.0,728.8743836505932,390.5561309499131,855.2100918699731,552.5159254089825,0.006360403783391641,0.004568906618374623,0.001229635552285512,0.0004650995378150814
BDF,10,none,2.0,573.984764208314,286.17830256228314,855.2100918699731,552.5159254089825,0.01060177668044594,0.0066477773624047404,0.002820893153247249,0.0015351471897482529
BDF,10,strict,0.5,9.867326140977674,5.177649161181319,855.2100918699731,552.5159254089825,0.03250447510592135,0.019531130551008035,0.015230785244121732,0.008601531086523147
BDF,10,strict,1.0,9.0935374106979,4.75641800079789,855.2100918699731,552.5159254089825,0.03250020781810008,0.019548829078237608,0.015200783812141391,0.008592028100809076
BDF,10,strict,2.0,8.093431568274973,4.24414421288811,855.2100918699731,552.5159254089825,0.03249223381016913,0.019598322929764902,0.015115190031136445,0.008574967612714675
BDF,15,none,0.5,1206.5493015133031,714.0067460290129,855.2100918699731,552.5159254089825,0.004170643961972799,0.003118368707331944,0.0007238922483979619,0.00017713206930848363
BDF,15,none,1.0,1053.6913770575472,604.7017603948257,855.2100918699731,552.5159254089825,0.005767634564830902,0.004261142350847731,0.00112657897369559,0.0003754814753985914
BDF,15,none,2.0,824.2032790128037,431.836054295551,855.2100918699731,552.5159254089825,0.009744879753803764,0.006374094738388625,0.0025318736429351158,0.0013047924994926267
BDF,15,strict,0.5,7.5523188329965345,3.9103035084677327,855.2100918699731,552.5159254089825,0.025241680593642943,0.01563311238932601,0.011989246452741796,0.007346139618999329
BDF,15,strict,1.0,7.07696199042257,3.702206210013783,855.2100918699731,552.5159254089825,0.025239337811728827,0.015638282101395166,0.011985913944409975,0.007342520533314337
BDF,15,strict,2.0,6.438014453562209,3.3007955401708755,855.2100918699731,552.5159254089825,0.025234423607225356,0.01564559235481002,0.011972749030059411,0.007341650486530794
RK45,5,none,0.5,103.74880935197696,50.96173126699935,29.761287071764237,20.326214799736007,0.00486870595277864,0.003432734178041106,0.0008837274529301361,0.00024948942253455073
RK45,5,none,1.0,90.59141703539761,43.670130285096754,29.761287071764237,20.326214799736007,0.006979148830824024,0.00499649730156017,0.001420200105659903,0.0005292316922112672
RK45,5,none,2.0,72.15404343468254,30.657062240377076,29.761287071764237,20.326214799736007,0.011392371183330908,0.006668104688455689,0.0031637461559965493,0.0015740584785101084
RK45,5,strict,0.5,10.448108781850896,6.3431991116412,29.761287071764237,20.326214799736007,0.041709343559206566,0.020511215092434285,0.018590286142984944,0.007984481242905012
RK45,5,strict,1.0,9.658312680878444,5.758698362286263,29.761287071764237,20.326214799736007,0.04166679061763484,0.020624769359879183,0.018518473191396902,0.008007367663837273
RK45,5,strict,2.0,8.44740416702698,5.32574348021623,29.761287071764237,20.326214799736007,0.042001558057098175,0.020261443396621243,0.018261198810526326,0.008086982776835588
RK45,10,none,0.5,103.96626507979119,52.341384479748896,29.761287071764237,20.326214799736007,0.004282947143869801,0.0030764528518407047,0.000778908722939508,0.00020538474870545803
RK45,10,none,1.0,90.28850592189585,43.35785619393808,29.761287071764237,20.326214799736007,0.0062973971691165,0.0045265462636788194,0.001222923309998025,0.00046711873080699796
RK45,10,none,2.0,72.42428363137529,32.23291046456276,29.761287071764237,20.326214799736007,0.010528526548864098,0.0066361783612129115,0.002800141042184942,0.0015096469920239193
RK45,10,strict,0.5,5.519025800932432,3.2630040045746806,29.761287071764237,20.326214799736007,0.032505062201995165,0.019523191318258276,0.015230863776879504,0.008598378686138285
RK45,10,strict,1.0,5.10911854449776,2.9854507997723867,29.761287071764237,20.326214799736007,0.032502900048346196,0.019542321027426337,0.015203298033667371,0.008589463918853343
RK45,10,strict,2.0,4.602411447146442,2.680496097209448,29.761287071764237,20.326214799736007,0.032498477807809054,0.019592887354463996,0.015121645114286042,0.008573971777257118
RK45,15,none,0.5,148.19030495066778,111.50611808470181,29.761287071764237,20.326214799736007,0.004072099956898295,0.003029822173507008,0.0007203260756199289,0.00017382975813776973
RK45,15,none,1.0,130.5193080746557,95.59716317933551,29.761287071764237,20.326214799736007,0.005669207332240444,0.00416609605048143,0.001128767255583438,0.0003819792911534289
RK45,15,none,2.0,103.3490340814006,69.9021786339959,29.761287071764237,20.326214799736007,0.009689687849540654,0.0063743211980592275,0.0025253243372951677,0.0012986138786440825
RK45,15,strict,0.5,3.814882500329986,2.3192276819478512,29.761287071764237,20.326214799736007,0.025240695941115443,0.015627398514603028,0.011988517624692982,0.007343056267916219
RK45,15,strict,1.0,3.604527808299754,2.1960707347509483,29.761287071764237,20.326214799736007,0.025238961398626164,0.015633282462393,0.011985235843609585,0.007339035565611051
RK45,15,strict,2.0,3.312140107618179,1.9879819089677022,29.761287071764237,20.326214799736007,0.025233376789951033,0.015638510870384332,0.01197313412713532,0.007339131482797936
